Date debut;Date fin;Titre compétition;Ville;Code structure;Club organisateur;Code region;Departement;Discipline;Type;Saison;Mail;Site web;Lieu;Adresse;CP;Ville compétition;Long;Lat;Mandat;Etat;EprvId
11/07/2026;11/07/2026;TAE NATIONAL ET INTERNATIONAL;BOE;1047144;ARCHERS DE BOE;CR10;470;Tir à l'Arc Extérieur;individuel;2026;jean.marie.tovo@gmail.com;archersdeboe.fr;LES ARCHERS DE BOE;78 Avenue FRANÇOIS MITTERRAND;47550;BOE;0.65619;44.17176;;Validée;75953
11/07/2026;11/07/2026;TAE NATIONAL ET INTERNATIONAL;BOE;1047144;ARCHERS DE BOE;CR10;470;Para-tir à l'arc en extérieur;individuel;2026;jean.marie.tovo@gmail.com;archersdeboe.fr;LES ARCHERS DE BOE;78 Avenue FRANÇOIS MITTERRAND;47550;BOE;0.65619;44.17176;;Validée;75954
11/07/2026;11/07/2026;COUPE RÉGIONALE TAE INTER.;LA ROCHE CHALAIS;CR10;COMITE REGIONAL DE NOUVELLE AQUITAINE;CR10;;Tir à l'Arc Extérieur;individuel;2026;archersdeladouble@orange.fr;https://www.crnata.fr/;Stade de foot;Avenue de la Double;24490;LA ROCHE CHALAIS;-0.59898;44.80311;https://extranet.ffta.fr/medias/documents_epreuves/10fd70d895073.pdf;Validée;76579
11/07/2026;11/07/2026;3D 2 DEPARTS SAMEDI;PEYROLE;1181205;LES ARCHERS DU DADOU;CR11;810;Tir 3D;individuel;2026;concours.archersdadou@gmail.com;https://lesarchersdudadou.sportsregions.fr/;-;2540 Route de Graulhet;81310;PEYROLE;1.92305;43.80540;https://extranet.ffta.fr/medias/documents_epreuves/10fb92f3ab92cd.pdf;Validée;75825
11/07/2026;12/07/2026;BEURSAULT DES JARLANDINS;CHÂTEAU ARNOUX;1304014;1 CIE DES ARCHERS JARLANDINS;CR13;040;Tir Beursault;individuel;2026;archersjarlandins@gmail.com;;salle joie et soleil;Avenue du stade;04160;CHATEAU ARNOUX ST AUBAN;;;;Validée;76436
11/07/2026;12/07/2026;TAE;LE GOSIER;3797013;ARCHERS DU GRAN GOUZIÉ;CR37;971;Tir à l'Arc Extérieur;individuel;2026;archersdugrangouzie@gmail.com;http://ligue-arc-guadeloupe.club.sportsregions.fr/;;;;;;;;Validée;76990
11/09/2026;11/09/2026;SOIREE DECOUVERTE 2027 - 3;LYON;0169188;LES LIONS DU 8EME;CR01;690;Loisirs Débutant;individuel;2027;contact@leslionsdu8.fr;http://www.leslionsdu8.fr;GYMNASE NELSON PAILLOU;23 Avenue francis de pressensé;69008;LYON 08;4.86045;45.72978;;Validée;77557
11/09/2026;13/09/2026;CONCOURS BEURSAULT;MONTMERLE SUR SAONE;0101009;1ERE COMPAGNIE D'ARCHERS MONTMERLE - BELLEVILLE;CR01;010;Tir Beursault;individuel;2026;tiralarc.montmerle@gmail.com;http://archers-montmerle.fr;"Jeu d&apos;arc";Parc des sports;01090;MONTMERLE SUR SAONE;;;;Validée;76113
11/09/2026;13/09/2026;TIR BEURSAULT;COGNAC;1016007;1ERE CIE D'ARCHERS DE COGNAC;CR10;160;Tir Beursault;individuel;2026;president@archers-cognac.com;http://www.archers-cognac.com;n/a;Rue Porte Fâchée;16100;BOUTIERS ST TROJAN;-0.30565;45.71308;;Validée;76193
12/07/2026;12/07/2026;CONCOURS TIR EN CAMPAGNE ATAC DIMANCHE;FORT DE HAUTEVILLE LES DIJON;0221016;ASSOCIATION DE TIR A L'ARC DE CHENOVE;CR02;210;Tir en Campagne;individuel;2026;vincentcreuzet@gmail.com;http://www.asc-tiralarc-chenove.sportsregions.fr;fort de hauteville;Rue du fort;21121;AHUY;4.98054;47.36658;https://extranet.ffta.fr/medias/documents_epreuves/10f8be81203d1.pdf;Validée;75515
12/07/2026;12/07/2026;FITA STAR - 1440;RIEC-SUR-BELON;0329046;ARCHERS DES AVENS;CR03;290;Divers;individuel;2026;frederic.michel@archers-des-avens.fr;http://www.archers-des-avens.fr/;Stade de football;Rue de la paix;29340;RIEC SUR BELON;-3.68783;47.84288;;Validée;75069
12/07/2026;12/07/2026;CONCOURS 3D MATIN;SIGLOY;0445121;CIE DES ARCHERS DU VAL D'OR;CR04;450;Tir 3D;individuel;2026;florence.jove@orange.fr;https://www.cavo-sigloy.fr/;CARRIERE DE SIGLOY;Chemin CARRIERE DE SIGLOY;45110;SIGLOY;2.20709;47.8402;https://extranet.ffta.fr/medias/documents_epreuves/10f805f57a1c48.pdf;Validée;76238
12/07/2026;12/07/2026;CONCOURS 3D APRES-MIDI;SIGLOY;0445121;CIE DES ARCHERS DU VAL D'OR;CR04;450;Tir 3D;individuel;2026;florence.jove@orange.fr;https://www.cavo-sigloy.fr/;CARRIERE DE SIGLOY;Chemin CARRIERE DE SIGLOY;45110;SIGLOY;2.20709;47.8402;https://extranet.ffta.fr/medias/documents_epreuves/10f80601fac647.pdf;Validée;76239
12/07/2026;12/07/2026;TAE;ARCIS SUR AUBE;0610019;LES ARCHERS DES PRES DORES;CR06;100;Tir à l'Arc Extérieur;individuel;2026;archersarcis@gmail.com;https://archers-de-pres-dores.clubeo.com/;Stade;Rue de Brienne;10700;ARCIS SUR AUBE;4.15189;48.53488;https://extranet.ffta.fr/medias/documents_epreuves/10fc1f41a406fd.pdf;Validée;76377
12/07/2026;12/07/2026;TAE;ARCIS SUR AUBE;0610019;LES ARCHERS DES PRES DORES;CR06;100;Para-tir à l'arc en extérieur;individuel;2026;archersarcis@gmail.com;https://archers-de-pres-dores.clubeo.com/;Stade;Rue de Brienne;10700;ARCIS SUR AUBE;4.15054;48.53503;https://extranet.ffta.fr/medias/documents_epreuves/10fc1f43035c62.pdf;Validée;76378
12/07/2026;12/07/2026;3D LE PLESSIS-BRION;LE PLESSIS BRION;0760219;CIE D'ARC DU PLESSIS BRION;CR07;600;Tir 3D;individuel;2026;jeanluc.francois60@gmail.com;http://cartecouleur.e-monsite.com;"jeux d&apos;arc";Rue du 8mai;60150;LE PLESSIS BRION;2.88618;49.47794;https://extranet.ffta.fr/medias/documents_epreuves/10fa6e82f9537d.pdf;Validée;75164
12/07/2026;12/07/2026;CHAMPIONNAT RÉGIONAL TIR CAMPAGNE;SEBONCOURT;0702061;SAINT-QUENTIN TIR A L'ARC;CR07;020;Tir en Campagne;individuel;2026;carmenlefebvre@live.fr;http://www.saint-quentin-tiralarc.com;-;Chemin DE LANDRICOURT;02110;SEBONCOURT;3.46709;49.95542;https://extranet.ffta.fr/medias/documents_epreuves/10f0f372537148.pdf;Validée;77114
12/07/2026;12/07/2026;3D;SAINT GERMAIN LE VASSON;14000;COMITE DEPARTEMENTAL CALVADOS;CR09;140;Tir 3D;individuel;2026;carrano.christophe@wanadoo.fr;http://www.tiralarc-cd14.fr/;Musée de la Mine;Chemin Musée de la Mine;14190;ST GERMAIN LE VASSON;;;;Validée;75801
12/07/2026;12/07/2026;TIR 3 D;BOURGOUGNAGUE;1047151;L ARC D AGNAC;CR10;470;Tir 3D;individuel;2026;jean-luc.jossic@wanadoo.fr;https://www.larcdagnac.fr;GERMEAU;Route D Agnac;47410;BOURGOUGNAGUE;;;https://extranet.ffta.fr/medias/documents_epreuves/10fcc072c67694.pdf;Validée;75719
12/07/2026;12/07/2026;COUPE RÉGIONALE TAE NATIONAL;LA ROCHE CHALAIS;CR10;COMITE REGIONAL DE NOUVELLE AQUITAINE;CR10;;Tir à l'Arc Extérieur;individuel;2026;archersdeladouble@orange.fr;https://www.crnata.fr/;Stade de foot;Avenue de la Double;24490;LA ROCHE CHALAIS;-0.59898;44.80311;https://extranet.ffta.fr/medias/documents_epreuves/10fd70c3efac06.pdf;Validée;76580
12/07/2026;12/07/2026;TAE;CONDOM;1132109;LES ARCHERS DE LA HIRE CONDOM;CR11;320;Tir à l'Arc Extérieur;individuel;2026;inscriptions@lesarchersdelahire.fr;http://lesarchersdelahire.fr;Stade Municipal de Condom;"58  Avenue d&apos;Armagnac";32100;CONDOM;0.36148;43.95352;https://extranet.ffta.fr/medias/documents_epreuves/10fb625bd1818.pdf;Validée;76907
12/07/2026;12/07/2026;3D 2 DEPARTS DIMANCHE;PEYROLE;1181205;LES ARCHERS DU DADOU;CR11;810;Tir 3D;individuel;2026;concours.archersdadou@gmail.com;https://lesarchersdudadou.sportsregions.fr/;-;2540 Route de Graulhet;81310;PEYROLE;1.9218;43.80501;https://extranet.ffta.fr/medias/documents_epreuves/10fb92fc7a2e.pdf;Validée;75826
12/07/2026;12/07/2026;CONCOURS 3D;VALLET;1244031;ARC NATURE VALLETAIS;CR12;440;Tir 3D;individuel;2026;concoursanv@gmail.com;http://www.arcnaturevalletais.fr/;1;Impasse La brangerie;44330;MOUZILLON;-1.25053;47.13790;https://extranet.ffta.fr/medias/documents_epreuves/10eeec6a33187.pdf;Validée;75081
12/09/2026;13/09/2026;CHAMPIONNAT DE FRANCE PAR EQUIPE DE CLUBS;A VENIR;0;Fédération Française de Tir à l'Arc;;;Tir en Campagne;uniquement équipe;2026;ffta@ffta.fr;https://www.ffta.fr;;;;;;;;Validée;74796
12/09/2026;13/09/2026;CHAMPIONNAT DE FRANCE DOUBLE MIXTE ADULTES;A VENIR;0;Fédération Française de Tir à l'Arc;;;Tir en Campagne;uniquement équipe;2026;ffta@ffta.fr;https://www.ffta.fr;;;;;;;;Validée;74797
12/09/2026;13/09/2026;FINALE DE LA COUPE DU MONDE;SALTILLO - MEXIQUE;0;Fédération Française de Tir à l'Arc;;;Tir à l'Arc Extérieur;individuel;2026;ffta@ffta.fr;https://www.ffta.fr;;;;;;;;Validée;76924
12/09/2026;13/09/2026;ARROW-HEAD DU MONT-BLANC 2026;COMBLOUX;0174272;LES ARCHERS DE LA SALLANCHE;CR01;740;Tir en Campagne;individuel;2026;archersdelasallanche@outlook.fr;http://archersdelasallanche.fr;de plan mouille;Sentier de plan mouille;74920;COMBLOUX;6.64978;45.89911;;Validée;75460
12/09/2026;12/09/2026;TAE DE COMMUNAY;COMMUNAY;0169173;LES ARCHERS DE CORNAVAN;CR01;690;Tir à l'Arc Extérieur;individuel;2026;lesarchersdecornavan@gmail.com;https://archersdecornavan.kalisport.com/;Stade de la plaine;Route de Marennes;69360;COMMUNAY;4.85058;45.60617;;Validée;76383
12/09/2026;13/09/2026;3D ARTHON;ARTHON;0436061;ARCHER CLUB ARTHONNAIS;CR04;360;Tir 3D;individuel;2026;david.gallois36@gmail.com;http://www.archer-club-arthonnais.sitew.fr;la Tremblère;Domaine la Tremblère;36330;ARTHON;1.69814;46.6808;;Validée;76535
12/09/2026;12/09/2026;"CHAMPIONNAT DE LA RONDE MUTUELLE DE L&apos;OISE";CLAIROIX;0760149;COMPAGNIE D'ARC DE CLAIROIX;CR07;600;Tir Beursault;individuel;2026;ciearc.clairoix@orange.fr;;"CIE D&apos;ARC DE CLAIROIX";"Rue du Jeu d&apos;Arc";60280;CLAIROIX;2.80247;49.4138;;Validée;76637
12/09/2026;13/09/2026;CHAMPIONNAT DE RONDE BEURSAULT;ERMENONVILLE;0760223;1 CIE ARC GD ST MARTIN - ERMENONVILLE;CR07;600;Tir Beursault;individuel;2026;fachternoene@gmail.com;;"1ère CIE D&apos;ARC GRAND ST MARTIN";Chemin De La Mare des Eaux;60950;ERMENONVILLE;2.64185;49.11177;;Validée;76659
12/09/2026;13/09/2026;TIR BEURSAULT;MONTREUIL;0893214;1ERE CIE ARC MONTREUIL;CR08;930;Tir Beursault;individuel;2026;concours.montreuil@gmail.com;http://1ciearcmontreuil.fr;Compagnie;14 Rue Gaston Lauriau;93100;MONTREUIL;2.44427;48.86028;https://extranet.ffta.fr/medias/documents_epreuves/10e42033d6e3ae.pdf;Validée;75034
12/09/2026;12/09/2026;TIR DES VENDANGES;LISSES;0891147;CIE D'ARC DE LISSES;CR08;910;Tir Beursault;individuel;2026;al.vetele@gmail.com;http://compagniearclisses.com;"jeu d&apos;arc Lisses";12 Rue du bel air;91090;LISSES;2.43079;48.5969;;Validée;75758
12/09/2026;13/09/2026;CRITERIUM INTERNATIONAL DE RUN-ARCHERY;VENEUX-LES SABLONS;0877037;ASSL VENEUX LES SABLONS;CR08;770;Run archery;individuel;2026;runarchery.assl@gmail.com;https://assl.fr/;Stade T. Roquette;Rue du Viaduc;77250;MORET LOING  ORVANNE;2.80673;48.37712;;Validée;76466
12/09/2026;12/09/2026;CHAMPIONNAT REGIONAL TIR BEURSAULT;CONDOM;1132109;LES ARCHERS DE LA HIRE CONDOM;CR11;320;Tir Beursault;individuel;2026;contact@lesarchersdelahire.fr;http://lesarchersdelahire.fr;;;;;;;;Validée;77107
12/09/2026;13/09/2026;TELETHON 2026 TIR EN SALLE A 18M;CHATEAU ARNOUX;1304013;LES ARCHERS DU SOLEIL;CR13;040;Loisirs Débutant et confirmé;individuel;2027;archersdusoleil@gmail.com;http://archers-du-soleil.club.sportsregions.fr/;ESPACE JOSE ESCANEZ;Avenue DES LAUZIERES;04160;CHATEAU ARNOUX ST AUBAN;6.00447;44.08532;;Validée;78704
12/09/2026;12/09/2026;COMPÉTITION JEUNE;PAITA;3899010;LES ARCHERS DE PAITA;CR38;992;Loisirs Confirmé;individuel;2026;lesarchersdepaita@lagoon.nc;https://lesarchersdepaita.wixsite.com;Terrain club Paita;;98889;;;;;Validée;77034
13/08/2026;16/08/2026;CHAMPIONNAT DE FRANCE PAR CATEGORIE;ECOUEN;0895297;LES ARCHERS D'ECOUEN;CR08;950;Tir 3D;individuel;2026;club@archersdecouen.com;http://www.archersdecouen.com;;;;;;;;Validée;74793
13/09/2026;13/09/2026;FITA STAR - CHALLENGE 1440;COMMUNAY;0169173;LES ARCHERS DE CORNAVAN;CR01;690;Divers;individuel;2026;lesarchersdecornavan@gmail.com;https://archersdecornavan.kalisport.com/;Stade de la plaine;Route de Marennes;69360;COMMUNAY;4.85058;45.60608;;Validée;76382
13/09/2026;13/09/2026;NATURE / MATIN;ROUGEGOUTTE;0290117;1ERE COMPAGNIE D'ARC SR BELFORT;CR02;900;Tir Nature;individuel;2026;yvescayot90@gmail.com;http://www.1ereciearcbelfort.com;CBF;17 Rue du Commerce;90200;ROUGEGOUTTE;6.84813;47.73237;;Validée;75382
13/09/2026;13/09/2026;NATURE / APRES-MIDI;ROUGEGOUTTE;0290117;1ERE COMPAGNIE D'ARC SR BELFORT;CR02;900;Tir Nature;individuel;2026;yvescayot90@gmail.com;http://www.1ereciearcbelfort.com;CBF;17 Rue du Commerce;90200;ROUGEGOUTTE;6.84761;47.73115;;Validée;75383
13/09/2026;13/09/2026;BEURSAULT GUICHEN;GUICHEN;0335058;GUICHEN ARCHERIE;CR03;350;Tir Beursault;individuel;2026;guyot.christine35@gmail.com;http://www.archersdeguichen.com;GUICHEN;116 Rue DU GENERAL LECLERC;35580;GUICHEN;-1.80685;47.96236;;Validée;76429
13/09/2026;13/09/2026;CONCOURS 3D SELECTIF AU CHAMPIONNAT DE FRANCE LE MATIN;SULLY SUR LOIRE;0445128;CIE DES ARCHERS DU SULLIAS;CR04;450;Tir 3D;individuel;2026;jean-louis.grivot@wanadoo.fr;118 rue nationale;terrain permanent;Route de gien;45600;SULLY SUR LOIRE;2.40515;47.75964;;Validée;75903
13/09/2026;13/09/2026;"CONCOURS 3D SELECTIF AU CHAMPIONNAT DE FRANC L&apos;APRES MIDI";SULLY SUR LOIRE;0445128;CIE DES ARCHERS DU SULLIAS;CR04;450;Tir 3D;individuel;2026;jean-louis.grivot@wanadoo.fr;118 rue nationale;terrain permanent;Route de gien;45600;SULLY SUR LOIRE;2.40515;47.75964;;Validée;75904
13/09/2026;13/09/2026;NATURE GORZE SEPT 2 DEPARTS;GORZE;0657116;ARCHERS GORZIENS;CR06;570;Tir Nature;individuel;2026;archers.gorziens@neuf.fr;http://www.archer-gorzien.com;chalet CTL GORZE;Route de Rezonville;57680;GORZE;5.99898;49.0605;;Validée;76027
13/09/2026;13/09/2026;PARCOURS 3D;RECQUIGNIES;0759141;LES ARCHERS DE L'ECREVISSE;CR07;590;Tir 3D;individuel;2026;mychaeldupre@gmail.com;;Bois de la redoute;Chemin D ostergnies;59245;RECQUIGNIES;4.05581;50.27374;;Validée;75635
13/09/2026;13/09/2026;CHAMPIONNAT DE RONDE DU VALOIS;VAUMOISE;0760144;CIE D'ARC DE VAUMOISE;CR07;600;Tir Beursault;individuel;2026;christine.varoteaux@orange.fr;http://club.sportsregions.fr/arcvaumoise/;"CIE D&apos;ARC DE VAUMOISE";58 Route Chantilly;60117;VAUMOISE;2.98321;49.23536;;Validée;76660
13/09/2026;30/09/2026;"PRIX GÉNÉRAL DE LA CIE D&apos;ARC DE PANTIN";PANTIN;0893240;CIE D'ARC DE PANTIN;CR08;930;Tir Beursault;individuel;2027;compagnie.pantin@gmail.com;https://compagniearcpantin.fr/;Stade Marcel Cerdan;170 Avenue Jean Jaures;93500;PANTIN;2.40029;48.91097;;Validée;79099
13/09/2026;13/09/2026;TIR 3D 2 DEPARTS;SAILLAT SUR VIENNE;1087205;ASSOCIATION SPORTIVE DE TIR A L'ARC DE ST JUNIEN;CR10;870;Tir 3D;individuel;2026;mayade.sebastien@gmail.com;http://www.arc-saint-junien.fr;site de chaumeix;Rue des etangs;87720;SAILLAT SUR VIENNE;0.83442;45.87538;;Validée;76138
13/09/2026;13/09/2026;NATURE CAHORS LE MONTAT;LE MONTAT;1146149;1ERE COMPAGNIE D'ARC;CR11;460;Tir Nature;individuel;2026;didier.legoff@gmail.com;http://club.sportsregions.fr/arc_cahors;Lycée agricole;Voie 422 Lacoste;46090;LE MONTAT;1.43825;44.37516;;Validée;76148
13/09/2026;13/09/2026;CONCOURS TIR NATURE;CHIRAC;1148153;LES ARCHERS DE LA FARE - 1ERE CIE CHIRAC;CR11;480;Tir Nature;individuel;2026;eliane.vigne@gmail.com;archers48chirac@gmail.com;la cabane;Chemin des bories;48100;CHIRAC;;;;Validée;76486
13/09/2026;13/09/2026;CONCOURS NATURE;VALLET;1244031;ARC NATURE VALLETAIS;CR12;440;Tir Nature;individuel;2026;arcnaturevalletais2.0@gmail.com;http://www.arcnaturevalletais.fr/;1;Impasse La brangerie;44330;MOUZILLON;-1.25097;47.13776;;Validée;75082
13/09/2026;13/09/2026;CHAMPIONNAT REGIONAL BEURSAULT;LA FLECHE;1272098;COMPAGNIE D'ARC DE LA FLECHE;CR12;720;Tir Beursault;individuel;2026;ciearclafeche@gmail.com;https://ciearclafleche.com/;Terrain rue Famille Bizot;Rue Famille Bizot;72200;LA FLECHE;-0.07497;47.69004;;Validée;75399
13/09/2026;13/09/2026;TIR NATURE;GONFARON;1383101;LES ARCHERS DE ST QUINIS;CR13;830;Tir Nature;individuel;2026;arcgonfaron@gmail.com;http://arcgonfaron.fr;La Nasque;Route DES MAYONS;83590;GONFARON;6.32184;43.31893;;Validée;74846
13/09/2026;13/09/2026;TIR LOISIR;PAITA;3899010;LES ARCHERS DE PAITA;CR38;992;Loisirs Débutant et confirmé;individuel;2026;lesarchersdepaita@lagoon.nc;https://lesarchersdepaita.wixsite.com;Terrain club Paita;;98889;;;;;Validée;77035
15/07/2026;15/07/2026;TAEI;NIMES;1130041;ARC CLUB DE NIMES;CR11;300;Tir à l'Arc Extérieur;individuel;2026;contact@arcclubdenimes.com;http://www.arcclubdenimes.com;ARC CLUB DE NIMES;8 Rue MARCEL PELLISSIER;30000;NIMES;;;;Validée;75466
15/08/2026;13/09/2026;BEURSAULT 2ND SEMESTRE;BETHISY SAINT MARTIN;0760158;1ERE CIE D ARC BETHISY;CR07;600;Tir Beursault;individuel;2026;ciearcbethisy@gmail.com;https://www.ciearcbethisy.com;"Jeu d&apos;arc";"78 Rue du jeu d&apos;arc";60320;BETHISY ST MARTIN;;;https://extranet.ffta.fr/medias/documents_epreuves/10f7fe819c222d.pdf;Validée;74906
15/08/2026;16/08/2026;CHALLENGES DOMINIQUE PASQUIER ET MADAME MOYAT;BRECY;0702070;COMPAGNIE D'ARC DE BRECY;CR07;020;Loisirs Débutant et confirmé;individuel;2026;ciedarcdebrecy02@orange.fr;;"Terrain de Tir à l&apos;Arc";Impasse DU GRAVIER;02210;BRECY;3.42737;49.14558;;Validée;75274
15/08/2026;16/08/2026;TIR BEURSAULT;PARCY ET TIGNY;0702020;CIE D'ARC DE PARCY ET TIGNY;CR07;020;Tir Beursault;individuel;2026;cie-arcparcytigny@orange.fr;2 rue de Taux;"jeu d&apos;arc";"13 Rue du jeu d&apos;arc";02210;PARCY ET TIGNY;3.33643;49.27683;https://extranet.ffta.fr/medias/documents_epreuves/10f990d2181302.pdf;Validée;75889
16/09/2026;20/09/2026;"ROI DE L&apos;OISEAU";LE PUY-EN-VELAY (43);0143146;1ERE CIE D'ARCHERS DU VELAY;CR01;430;Loisirs Débutant et confirmé;individuel;2027;archersduvelay@hotmail.fr;https://archers-du-velay.kalisport.com;Exterieur;Place du Breuil;43000;LE PUY EN VELAY;3.88327;45.04179;;Validée;78365
17/06/2026;24/06/2026;CHAMPIONNAT DU MONDE MILITAIRE;WARENDORF - ALLEMAGNE;0;Fédération Française de Tir à l'Arc;;;Tir à l'Arc Extérieur;individuel;2026;ffta@ffta.fr;https://www.ffta.fr;;;;;;;;Validée;76971
17/06/2026;17/06/2026;TAE CREPS DE BORDEAUX;TALENCE;0000001;Club Fédération;CR00;000;Tir à l'Arc Extérieur;individuel;2026;j.auraix@ffta.fr;;CREPS de Bordeaux;653 Cours de la Libération;33400;TALENCE;-0.60025;44.7983;https://extranet.ffta.fr/medias/documents_epreuves/10f0169369c9c8.pdf;Validée;77024
17/06/2026;17/06/2026;CD01 TAE JEUNES STE JULIE;SAINTE JULIE;0101020;ARC CLUB PLAINE DE L'AIN SAINTE JULIE;CR01;010;Tir à l'Arc Extérieur;individuel;2026;syllagarde@free.fr;http://acpa-sainte-julie.sportsregions.fr/;Terrain Ste julie;Chemin de charmes rondes;01150;STE JULIE;5.28532;45.88394;https://extranet.ffta.fr/medias/documents_epreuves/10e7b905f30182.pdf;Validée;75625
17/06/2026;17/06/2026;TOURNOI  POUSSINS   CD02  MANCHE 4;FERE EN TARDENOIS;0702052;UNION AMICALE FEROISE - SECTION TIR A L'ARC;CR07;020;Loisirs Débutant et confirmé;individuel;2026;alain.demessine@yahoo.fr;;"jeu d&apos;arc";23 Rue du chateau;02130;FERE EN TARDENOIS;3.51523;49.20585;;Validée;76468
17/06/2026;17/06/2026;TAE DI;MORSANG SUR ORGE;0891152;CIE DE MORSANG S/ORGE;CR08;910;Tir à l'Arc Extérieur;individuel;2026;lachopardiere@gmail.com;http://club.sportsregions.fr/archersmorsang;"Terrain de tir à l&apos;arc";36 Route du Bois Pommier;91390;MORSANG SUR ORGE;2.34364;48.65697;https://extranet.ffta.fr/medias/documents_epreuves/10fae484f42bed.pdf;Validée;76910
17/06/2026;17/06/2026;TAE INTERNATIONAL & NATIONAL;RUEIL MALMAISON;0892193;S.T.A.R.;CR08;920;Tir à l'Arc Extérieur;individuel;2026;christiandelobelle@gmail.com;http://www.rueil-star.com;"Maison de L&apos;Europe";312 Avenue Napoléon Bonaparte;92500;RUEIL MALMAISON;2.16016;48.87129;;Validée;76980
17/06/2026;17/06/2026;CONCOURS JEUNE;STADE PHILIPPE MORIN THOUARS;1079186;COMPAGNIE DES ARCHERS DE LA TREMOÎLLE;CR10;790;Tir à l'Arc Extérieur;individuel;2026;patrick.boinot@archersdelatremoille.fr;http://archersdelatremoille.fr;STADE PHILIPPE MORIN;20 Chemin DE LA MORELLERIE;79100;THOUARS;-0.19257;46.98921;https://extranet.ffta.fr/medias/documents_epreuves/10f61ccadf949.pdf;Validée;76519
17/06/2026;17/06/2026;CONCOURS JEUNE;STADE PHILIPPE MORIN THOUARS;1079186;COMPAGNIE DES ARCHERS DE LA TREMOÎLLE;CR10;790;Para-tir à l'arc en extérieur;individuel;2026;patrick.boinot@archersdelatremoille.fr;http://archersdelatremoille.fr;STADE PHILIPPE MORIN;20 Chemin DE LA MORELLERIE;79100;THOUARS;-0.19257;46.98921;;Validée;76520
17/06/2026;17/06/2026;TAEI;NIMES;1130041;ARC CLUB DE NIMES;CR11;300;Tir à l'Arc Extérieur;individuel;2026;contact@arcclubdenimes.com;http://www.arcclubdenimes.com;ARC CLUB DE NIMES;8 Rue MARCEL PELLISSIER;30000;NIMES;;;;Validée;75464
17/08/2026;30/08/2026;QUALIFICATIF BEURSAULT;BROUCHY;0780305;CIE D'ARC DE BROUCHY;CR07;800;Tir Beursault;individuel;2026;regis.fagart@wanadoo.fr;40 rue Poiteux;"jeu d&apos;arc";"590 Rue de l&apos;eglise";80400;BROUCHY;3.09534;49.71978;https://extranet.ffta.fr/medias/documents_epreuves/10f2ecb39dda86.pdf;Validée;75917
18/07/2026;19/07/2026;3 D  QUALICATIF LA FÉCLAZ;LA FÉCLAZ;0173237;LES ARCHERS DE THOMAS II;CR01;730;Tir 3D;individuel;2026;concours@lesarchersdethomas2.fr;https://lesarchersdethomas2.fr/;Centre;Centre Rue CENTRAL;73230;LA FECLAZ;5.98246;45.6452;https://extranet.ffta.fr/medias/documents_epreuves/10fc9e93549312.pdf;Validée;75693
18/07/2026;18/07/2026;3D LA JAMAÎQUE CHAGNY SAMEDI APRES MIDI;LA JAMAÎQUE 71150 CHAGNY;0271075;LES ARCHERS CHAGNOTINS;CR02;710;Tir 3D;individuel;2026;les.archers.chagnotins@orange.fr;https://www.les.archers.chagnotins.fr;LOGIS;Chemin DE LA JAMAÎQUE;71150;CHAGNY;4.7476;46.89333;https://extranet.ffta.fr/medias/documents_epreuves/10f944f2886384.pdf;Validée;76081
18/07/2026;18/07/2026;PARCOURS 3D SAMEDI APRÈS-MIDI;SARAN;0445125;FLEURY-SARAN TIR  À L'ARC;CR04;450;Tir 3D;individuel;2026;philippe.mareschal@gmail.com;https://www.fleury-saran-tiralarc.com/;"château de l&apos;étang";Allée Claude Bernard;45770;SARAN;1.8724;47.95145;https://extranet.ffta.fr/medias/documents_epreuves/10fb5cb43154bd.pdf;Validée;75527
18/07/2026;16/08/2026;CONCOURS QUALIFICATIF CHAMPIONNAT DE FRANCE BEURSAULT;ROYE;0780323;CIE D ARC DE ROYE;CR07;800;Tir Beursault;individuel;2026;compagniearcroye@gmail.com;http://www.arc-roye.com/;"Jeu d&apos;arc Jany Clere";194 Rue Jacques Doyen;80700;ROYE;2.79929;49.6979;https://extranet.ffta.fr/medias/documents_epreuves/10f05864bd466e.pdf;Validée;75120
18/07/2026;19/07/2026;CHAMPIONNAT REGIONAL DE TIR SUR CIBLES 3D HAUTS DE FRANCE;ISBERGUES;0762291;LA FLECHE AIROISE;CR07;620;Tir 3D;individuel;2026;thomas.iket62@gmail.com;https://www.laflecheairoise.fr;CIRCUIT MARCEL MULLET;670 Rue DU CHATEAU;62330;ISBERGUES;2.44786;50.63188;https://extranet.ffta.fr/medias/documents_epreuves/10faf013285e54.pdf;Validée;75433
18/07/2026;18/07/2026;CHALLENGE DE MASSARY;FERE EN TARDENOIS;0702052;UNION AMICALE FEROISE - SECTION TIR A L'ARC;CR07;020;Loisirs Confirmé;uniquement équipe;2026;ciearcfereentardenois@gmail.com;;Parc des bruyères;Parc des bruyères;02130;FERE EN TARDENOIS;3.51790;49.21460;https://extranet.ffta.fr/medias/documents_epreuves/10e95dc340303a.pdf;Validée;75688
18/07/2026;19/07/2026;CD50 3D;SAINT HILAIRE DU HARCOUËT;0950068;ARCHERS DU HARCOUET;CR09;500;Tir 3D;individuel;2026;greffe.adh@gmail.com;http://lesarchersduharcouet.e-monsite.com/;Les Vallons;Jardin des Vallons;50600;ST HILAIRE DU HARCOUET;-1.07911;48.57952;https://extranet.ffta.fr/medias/documents_epreuves/10fd6909b1f76.pdf;Validée;75445
